Hash,Refatoração,Descrição
fb9e0f51f445277e36346e89022e5220c36c31a4,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method registerBean(String  SentinelProtect) at spring-cloud-alibaba-sentinel/src/main/java/org/springframework/cloud/alibaba/sentinel/custom/SentinelBeanPostProcessor.java:92}	{Method registerBean(String  SentinelRestTemplate) at spring-cloud-alibaba-sentinel/src/main/java/org/springframework/cloud/alibaba/sentinel/custom/SentinelBeanPostProcessor.java:92}) CHANGE_SIGNATURE({org.springframework.cloud.alibaba.sentinel.custom.SentinelBeanPostProcessor registerBean(String  SentinelProtect)}  {org.springframework.cloud.alibaba.sentinel.custom.SentinelBeanPostProcessor registerBean(String  SentinelRestTemplate)}),
fb9e0f51f445277e36346e89022e5220c36c31a4,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(SentinelProtect) at spring-cloud-alibaba-sentinel/src/main/java/org/springframework/cloud/alibaba/sentinel/custom/SentinelProtectInterceptor.java:51}	{Method new(SentinelRestTemplate) at spring-cloud-alibaba-sentinel/src/main/java/org/springframework/cloud/alibaba/sentinel/custom/SentinelProtectInterceptor.java:51}) CHANGE_SIGNATURE({org.springframework.cloud.alibaba.sentinel.custom.SentinelProtectInterceptor new(SentinelProtect)}  {org.springframework.cloud.alibaba.sentinel.custom.SentinelProtectInterceptor new(SentinelRestTemplate)}),
f44998665007439a9cb8f1de59d1f9e10256bcdc,RENAME, RENAME	{Method getNamingService() at spring-cloud-alibaba-nacos-discovery/src/main/java/org/springframework/cloud/alibaba/nacos/NacosDiscoveryProperties.java:353}	{Method namingServiceInstance() at spring-cloud-alibaba-nacos-discovery/src/main/java/org/springframework/cloud/alibaba/nacos/NacosDiscoveryProperties.java:360}) RENAME({org.springframework.cloud.alibaba.nacos.NacosDiscoveryProperties getNamingService()}  {org.springframework.cloud.alibaba.nacos.NacosDiscoveryProperties namingServiceInstance()}),
4d5b0fd191d97423aac4927a1f06ec4fae552bfa,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  ConfigurableApplicationContext) at spring-cloud-alibaba-dubbo/src/main/java/com/alibaba/cloud/dubbo/registry/SpringCloudRegistry.java:38}	{Method new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  DubboGenericServiceFactory  ConfigurableApplicationContext) at spring-cloud-alibaba-dubbo/src/main/java/com/alibaba/cloud/dubbo/registry/SpringCloudRegistry.java:39}) CHANGE_SIGNATURE({com.alibaba.cloud.dubbo.registry.SpringCloudRegistry new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  ConfigurableApplicationContext)}  {com.alibaba.cloud.dubbo.registry.SpringCloudRegistry new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  DubboGenericServiceFactory  ConfigurableApplicationContext)}),
980bc3fd7aeded08a8d9f2a654e6683e7fd11350,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method adaptRestTemplates() at spring-cloud-alibaba-dubbo/src/main/java/com/alibaba/cloud/dubbo/autoconfigure/DubboLoadBalancedRestTemplateAutoConfiguration.java:107}	{Method adaptRestTemplates(ContextRefreshedEvent) at spring-cloud-alibaba-dubbo/src/main/java/com/alibaba/cloud/dubbo/autoconfigure/DubboLoadBalancedRestTemplateAutoConfiguration.java:117}) CHANGE_SIGNATURE({com.alibaba.cloud.dubbo.autoconfigure.DubboLoadBalancedRestTemplateAutoConfiguration adaptRestTemplates()}  {com.alibaba.cloud.dubbo.autoconfigure.DubboLoadBalancedRestTemplateAutoConfiguration adaptRestTemplates(ContextRefreshedEvent)}),
980bc3fd7aeded08a8d9f2a654e6683e7fd11350,EXTRACT, EXTRACT	{Method loadNacosDataIfPresent(CompositePropertySource  String  String  String  boolean) at spring-cloud-alibaba-nacos-config/src/main/java/com/alibaba/cloud/nacos/client/NacosPropertySourceLocator.java:168}	{Method loadNacosPropertySource(String  String  String  boolean) at spring-cloud-alibaba-nacos-config/src/main/java/com/alibaba/cloud/nacos/client/NacosPropertySourceLocator.java:191}) EXTRACT({com.alibaba.cloud.nacos.client.NacosPropertySourceLocator loadNacosDataIfPresent(CompositePropertySource  String  String  String  boolean)}  {com.alibaba.cloud.nacos.client.NacosPropertySourceLocator loadNacosPropertySource(String  String  String  boolean)}),
980bc3fd7aeded08a8d9f2a654e6683e7fd11350,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(String  String  String) at spring-cloud-alibaba-nacos-config/src/main/java/com/alibaba/cloud/nacos/diagnostics/analyzer/NacosConnectionFailureException.java:31}	{Method new(String  String) at spring-cloud-alibaba-nacos-config/src/main/java/com/alibaba/cloud/nacos/diagnostics/analyzer/NacosConnectionFailureException.java:29}) CHANGE_SIGNATURE({com.alibaba.cloud.nacos.diagnostics.analyzer.NacosConnectionFailureException new(String  String  String)}  {com.alibaba.cloud.nacos.diagnostics.analyzer.NacosConnectionFailureException new(String  String)}),
980bc3fd7aeded08a8d9f2a654e6683e7fd11350,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(String  String  String  Throwable) at spring-cloud-alibaba-nacos-config/src/main/java/com/alibaba/cloud/nacos/diagnostics/analyzer/NacosConnectionFailureException.java:37}	{Method new(String  String  Throwable) at spring-cloud-alibaba-nacos-config/src/main/java/com/alibaba/cloud/nacos/diagnostics/analyzer/NacosConnectionFailureException.java:34}) CHANGE_SIGNATURE({com.alibaba.cloud.nacos.diagnostics.analyzer.NacosConnectionFailureException new(String  String  String  Throwable)}  {com.alibaba.cloud.nacos.diagnostics.analyzer.NacosConnectionFailureException new(String  String  Throwable)}),
980bc3fd7aeded08a8d9f2a654e6683e7fd11350,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(OSS  String) at spring-cloud-alicloud-oss/src/main/java/com/alibaba/alicloud/oss/resource/OssStorageResource.java:53}	{Method new(OSS  String  ConfigurableListableBeanFactory  boolean) at spring-cloud-alicloud-oss/src/main/java/com/alibaba/alicloud/oss/resource/OssStorageResource.java:82}) CHANGE_SIGNATURE({com.alibaba.alicloud.oss.resource.OssStorageResource new(OSS  String)}  {com.alibaba.alicloud.oss.resource.OssStorageResource new(OSS  String  ConfigurableListableBeanFactory  boolean)}),
980bc3fd7aeded08a8d9f2a654e6683e7fd11350,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  ConfigurableApplicationContext) at spring-cloud-alibaba-dubbo/src/main/java/com/alibaba/cloud/dubbo/registry/SpringCloudRegistry.java:37}	{Method new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  DubboGenericServiceFactory  ConfigurableApplicationContext) at spring-cloud-alibaba-dubbo/src/main/java/com/alibaba/cloud/dubbo/registry/SpringCloudRegistry.java:39}) CHANGE_SIGNATURE({com.alibaba.cloud.dubbo.registry.SpringCloudRegistry new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  ConfigurableApplicationContext)}  {com.alibaba.cloud.dubbo.registry.SpringCloudRegistry new(URL  DiscoveryClient  DubboServiceMetadataRepository  DubboMetadataServiceProxy  JSONUtils  DubboGenericServiceFactory  ConfigurableApplicationContext)}),
